idx,label
2998,4
2999,2
3000,2
3001,6
3002,2
3003,3
3004,3
3005,0
3006,6
3007,9
3008,0
3009,3
3010,0
3011,6
3012,9
3013,0
3014,1
3015,7
3016,5
3017,6
3018,8
3019,7
3020,8
3021,5
3022,1
3023,8
3024,5
3025,6
3026,9
3027,1
3028,7
3029,4
3030,6
3031,2
3032,4
3033,4
3034,9
3035,3
3036,6
3037,9
3038,4
3039,5
3040,2
3041,2
3042,9
3043,1
3044,3
3045,8
3046,8
3047,1
3048,5
3049,5
3050,7
3051,7
3052,2
3053,9
3054,6
3055,3
3056,3
3057,4
3058,9
3059,8
3060,7
3061,7
3062,6
3063,2
3064,9
3065,4
3066,2
3067,4
3068,8
3069,4
3070,0
3071,9
3072,8
3073,9
3074,2
3075,9
3076,9
3077,8
3078,6
3079,4
3080,8
3081,3
3082,8
3083,0
3084,7
3085,6
3086,9
3087,7
3088,6
3089,7
3090,6
3091,3
3092,9
3093,3
3094,5
3095,1
3096,4
3097,2
3098,8
3099,6
3100,2
3101,7
3102,5
3103,9
3104,1
3105,6
3106,4
3107,2
3108,5
3109,9
3110,4
3111,7
3112,2
3113,9
3114,9
3115,1
3116,4
3117,9
3118,8
3119,8
3120,2
3121,0
3122,3
3123,3
3124,0
3125,0
3126,6
3127,2
3128,0
3129,8
3130,8
3131,2
3132,2
3133,8
3134,8
3135,7
3136,3
3137,4
3138,5
3139,9
3140,4
3141,2
3142,2
3143,5
3144,7
3145,0
3146,0
3147,0
3148,9
3149,6
3150,3
3151,6
3152,1
3153,9
3154,2
3155,0
3156,9
3157,5
3158,4
3159,1
3160,5
3161,3
3162,8
3163,0
3164,4
3165,4
3166,6
3167,5
3168,4
3169,8
3170,3
3171,2
3172,7
3173,5
3174,3
3175,5
3176,4
3177,9
3178,7
3179,6
3180,5
3181,3
3182,8
3183,4
3184,4
3185,7
3186,5
3187,4
3188,0
3189,5
3190,3
3191,7
3192,6
3193,5
3194,7
3195,6
3196,9
3197,6
3198,1
3199,1
3200,1
3201,9
3202,3
3203,7
3204,5
3205,1
3206,8
3207,9
3208,7
3209,9
3210,7
3211,5
3212,5
3213,2
3214,1
3215,6
3216,0
3217,3
3218,4
3219,1
3220,4
3221,8
3222,7
3223,7
3224,6
3225,0
3226,4
3227,5
3228,7
3229,7
3230,7
3231,1
3232,2
3233,0
3234,6
3235,0
3236,6
3237,9
3238,9
3239,8
3240,6
3241,1
3242,5
3243,8
3244,8
3245,9
3246,7
3247,3
3248,6
3249,1
3250,5
3251,8
3252,6
3253,8
3254,2
3255,5
3256,7
3257,3
3258,7
3259,1
3260,9
3261,1
3262,4
3263,0
3264,9
3265,8
3266,2
3267,2
3268,0
3269,6
3270,6
3271,9
3272,7
3273,5
3274,6
3275,2
3276,3
3277,1
3278,4
3279,5
3280,7
3281,2
3282,6
3283,5
3284,4
3285,8
3286,4
3287,9
3288,1
3289,2
3290,5
3291,1
3292,6
3293,2
3294,6
3295,5
3296,8
3297,4
3298,9
3299,6
3300,3
3301,6
3302,7
3303,6
3304,9
3305,3
3306,6
3307,0
3308,3
3309,8
3310,5
3311,2
3312,9
3313,4
3314,2
3315,1
3316,4
3317,3
3318,0
3319,4
3320,5
3321,7
3322,1
3323,6
3324,4
3325,4
3326,0
3327,4
3328,1
3329,5
3330,8
3331,3
3332,9
3333,5
3334,9
3335,3
3336,2
3337,2
3338,2
3339,6
3340,0
3341,2
3342,4
3343,9
3344,2
3345,4
3346,1
3347,3
3348,4
3349,9
3350,3
3351,6
3352,3
3353,1
3354,0
3355,4
3356,7
3357,5
3358,3
3359,5
3360,0
3361,2
3362,3
3363,5
3364,5
3365,5
3366,5
3367,0
3368,3
3369,8
3370,6
3371,0
3372,4
3373,5
3374,5
3375,9
3376,0
3377,7
3378,1
3379,5
3380,7
3381,9
3382,4
3383,3
3384,7
3385,1
3386,2
3387,1
3388,2
3389,3
3390,5
3391,8
3392,8
3393,7
3394,4
3395,8
3396,9
3397,5
3398,5
3399,0
3400,0
3401,9
3402,8
3403,2
3404,9
3405,8
3406,6
3407,5
3408,7
3409,3
3410,5
3411,1
3412,6
3413,1
3414,5
3415,2
3416,0
3417,9
3418,8
3419,4
3420,1
3421,3
3422,6
3423,3
3424,5
3425,2
3426,8
3427,2
3428,1
3429,3
3430,5
3431,0
3432,8
3433,4
3434,9
3435,1
3436,1
3437,8
3438,6
3439,2
3440,5
3441,9
3442,2
3443,2
3444,0
3445,8
3446,7
3447,9
3448,2
3449,7
3450,6
3451,3
3452,8
3453,3
3454,2
3455,6
3456,6
3457,0
3458,1
3459,5
3460,2
3461,9
3462,7
3463,4
3464,4
3465,1
3466,3
3467,0
3468,7
3469,3
3470,0
3471,8
3472,4
3473,3
3474,9
3475,1
3476,7
3477,7
3478,5
3479,7
3480,5
3481,8
3482,0
3483,8
3484,0
3485,5
3486,2
3487,6
3488,3
3489,5
3490,0
3491,0
3492,4
3493,3
3494,8
3495,1
3496,3
3497,2
3498,0
3499,4
3500,6
3501,2
3502,8
3503,3
3504,7
3505,3
3506,4
3507,7
3508,9
3509,4
3510,7
3511,8
3512,0
3513,3
3514,9
3515,1
3516,8
3517,2
3518,0
3519,1
3520,3
3521,4
3522,0
3523,4
3524,9
3525,6
3526,8
3527,3
3528,1
3529,4
3530,9
3531,9
3532,2
3533,3
3534,1
3535,5
3536,0
3537,2
3538,7
3539,3
3540,4
3541,8
3542,3
3543,9
3544,8
3545,5
3546,2
3547,7
3548,9
3549,4
3550,8
3551,8
3552,4
3553,6
3554,6
3555,2
3556,3
3557,4
3558,8
3559,6
3560,0
3561,0
3562,5
3563,5
3564,0
3565,9
3566,1
3567,5
3568,2
3569,1
3570,5
3571,1
3572,7
3573,5
3574,5
3575,5
3576,0
3577,4
3578,7
3579,3
3580,4
3581,8
3582,7
3583,0
3584,5
3585,8
3586,2
3587,1
3588,4
3589,3
3590,0
3591,4
3592,5
3593,5
3594,9
3595,9
3596,6
3597,5
3598,9
3599,8
3600,8
3601,7
3602,1
3603,9
3604,6
3605,8
3606,6
3607,4
3608,6
3609,5
3610,9
3611,8
3612,2
3613,5
3614,2
3615,5
3616,2
3617,1
3618,4
3619,5
3620,7
3621,7
3622,3
3623,3
3624,9
3625,3
3626,0
3627,0
3628,4
3629,8
3630,4
3631,2
3632,3
3633,6
3634,0
3635,3
3636,5
3637,2
3638,7
3639,0
3640,3
3641,0
3642,8
3643,2
3644,3
3645,9
3646,9
3647,9
3648,1
3649,3
3650,0
3651,3
3652,5
3653,7
3654,9
3655,8
3656,0
3657,5
3658,5
3659,5
3660,4
3661,2
3662,7
3663,4
3664,2
3665,1
3666,8
3667,8
3668,9
3669,3
3670,1
3671,1
3672,9
3673,7
3674,1
3675,0
3676,5
3677,7
3678,9
3679,6
3680,9
3681,5
3682,9
3683,7
3684,6
3685,0
3686,9
3687,8
3688,8
3689,6
3690,6
3691,1
3692,3
3693,9
3694,6
3695,8
3696,1
3697,7
3698,6
3699,2
3700,7
3701,0
3702,9
3703,0
3704,0
3705,3
3706,1
3707,8
3708,4
3709,5
3710,3
3711,2
3712,6
3713,6
3714,0
3715,2
3716,5
3717,7
3718,9
3719,5
3720,3
3721,7
3722,5
3723,2
3724,6
3725,1
3726,0
3727,6
3728,4
3729,5
3730,1
3731,1
3732,9
3733,2
3734,6
3735,0
3736,7
3737,7
3738,2
3739,2
3740,9
3741,7
3742,5
3743,6
3744,5
3745,7
3746,9
3747,3
3748,0
3749,1
3750,1
3751,9
3752,8
3753,0
3754,7
3755,7
3756,0
3757,2
3758,5
3759,4
3760,0
3761,2
3762,4
3763,6
3764,0
3765,1
3766,8
3767,8
3768,8
3769,1
3770,7
3771,0
3772,6
3773,3
3774,9
3775,8
3776,7
3777,4
3778,6
3779,6
3780,6
3781,7
3782,4
3783,2
3784,0
3785,9
3786,4
3787,8
3788,7
3789,3
3790,9
3791,9
3792,1
3793,1
3794,0
3795,5
3796,4
3797,8
3798,2
3799,6
3800,2
3801,5
3802,6
3803,7
3804,8
3805,5
3806,0
3807,3
3808,0
3809,5
3810,8
3811,5
3812,1
3813,5
3814,7
3815,9
3816,1
3817,3
3818,4
3819,0
3820,6
3821,1
3822,7
3823,7
3824,0
3825,0
3826,6
3827,7
3828,0
3829,7
3830,2
3831,6
3832,8
3833,7
3834,8
3835,9
3836,0
3837,2
3838,7
3839,9
3840,7
3841,0
3842,1
3843,1
3844,1
3845,8
3846,1
3847,8
3848,6
3849,2
3850,1
3851,3
3852,7
3853,1
3854,5
3855,5
3856,4
3857,8
3858,8
3859,5
3860,0
3861,4
3862,4
3863,9
3864,0
3865,5
3866,5
3867,9
3868,4
3869,5
3870,4
3871,9
3872,7
3873,4
3874,5
3875,0
3876,5
3877,5
3878,8
3879,1
3880,1
3881,5
3882,9
3883,1
3884,7
3885,3
3886,5
3887,2
3888,6
3889,4
3890,3
3891,8
3892,7
3893,6
3894,2
3895,6
3896,1
3897,9
3898,2
3899,9
3900,1
3901,4
3902,4
3903,9
3904,0
3905,7
3906,8
3907,7
3908,3
3909,0
3910,9
3911,5
3912,8
3913,1
3914,3
3915,7
3916,2
3917,6
3918,7
3919,7
3920,5
3921,4
3922,7
3923,3
3924,4
3925,6
3926,6
3927,3
3928,8
3929,0
3930,6
3931,4
3932,2
3933,8
3934,7
3935,8
3936,6
3937,9
3938,1
3939,0
3940,8
3941,1
3942,6
3943,9
3944,7
3945,3
3946,6
3947,6
3948,9
3949,6
3950,5
3951,6
3952,1
3953,3
3954,0
3955,7
3956,4
3957,0
3958,3
3959,9
3960,5
3961,5
3962,0
3963,7
3964,2
3965,3
3966,1
3967,8
3968,9
3969,6
3970,4
3971,0
3972,9
3973,7
3974,7
3975,3
3976,3
3977,8
3978,5
3979,2
3980,3
3981,7
3982,3
3983,3
3984,1
3985,1
3986,6
3987,0
3988,8
3989,7
3990,9
3991,6
3992,8
3993,9
3994,9
3995,0
3996,2
3997,4
3998,3
3999,9
4000,2
4001,7
4002,7
4003,5
4004,9
4005,6
4006,2
4007,5
4008,0
4009,7
4010,7
4011,0
4012,2
4013,2
4014,3
4015,0
4016,6
4017,5
4018,3
4019,5
4020,4
4021,8
4022,1
4023,5
4024,2
4025,2
4026,8
4027,8
4028,9
4029,6
4030,0
4031,5
4032,2
4033,9
4034,0
4035,9
4036,3
4037,2
4038,3
4039,4
4040,2
4041,6
4042,4
4043,0
4044,3
4045,2
4046,4
4047,8
4048,2
4049,2
4050,2
4051,2
4052,2
4053,0
4054,8
4055,4
4056,9
4057,0
4058,9
4059,8
4060,3
4061,9
4062,3
4063,3
4064,2
4065,0
4066,5
4067,0
4068,3
4069,1
4070,9
4071,7
4072,1
4073,4
4074,6
4075,8
4076,3
4077,9
4078,7
4079,0
4080,6
4081,7
4082,5
4083,9
4084,7
4085,1
4086,0
4087,8
4088,6
4089,8
4090,5
4091,6
4092,3
4093,4
4094,2
4095,0
4096,3
4097,0
4098,3
4099,8
4100,4
4101,0
4102,0
4103,6
4104,6
4105,4
4106,2
4107,5
4108,3
4109,6
4110,5
4111,4
4112,9
4113,5
4114,3
4115,5
4116,4
4117,0
4118,6
4119,3
4120,9
4121,6
4122,0
4123,7
4124,5
4125,6
4126,3
4127,2
4128,9
4129,2
4130,7
4131,4
4132,8
4133,0
4134,0
4135,4
4136,6
4137,1
4138,9
4139,3
4140,7
4141,7
4142,5
4143,0
4144,7
4145,0
4146,7
4147,3
4148,5
4149,5
4150,5
4151,3
4152,3
4153,2
4154,7
4155,0
4156,1
4157,9
4158,7
4159,7
4160,4
4161,5
4162,7
4163,2
4164,6
4165,1
4166,0
4167,5
4168,7
4169,1
4170,4
4171,0
4172,5
4173,5
4174,2
4175,7
4176,6
4177,0
4178,6
4179,4
4180,0
4181,4
4182,7
4183,3
4184,9
4185,6
4186,4
4187,3
4188,2
4189,9
4190,8
4191,5
4192,1
4193,3
4194,6
4195,4
4196,9
4197,3
4198,0
4199,6
4200,3
4201,5
4202,0
4203,0
4204,3
4205,0
4206,9
4207,0
4208,2
4209,4
4210,7
4211,5
4212,7
4213,0
4214,1
4215,0
4216,7
4217,5
4218,2
4219,6
4220,5
4221,0
4222,9
4223,1
4224,7
4225,5
4226,3
4227,1
4228,2
4229,5
4230,2
4231,7
4232,5
4233,2
4234,9
4235,5
4236,0
4237,8
4238,3
4239,8
4240,0
4241,0
4242,7
4243,8
4244,4
4245,0
4246,8
4247,6
4248,4
4249,0
4250,7
4251,3
4252,9
4253,3
4254,7
4255,7
4256,0
4257,3
4258,5
4259,1
4260,2
4261,5
4262,7
4263,5
4264,4
4265,6
4266,7
4267,9
4268,0
4269,8
4270,1
4271,7
4272,6
4273,8
4274,4
4275,8
4276,2
4277,0
4278,8
4279,5
4280,9
4281,6
4282,8
4283,8
4284,1
4285,4
4286,3
4287,5
4288,1
4289,2
4290,1
4291,6
4292,4
4293,2
4294,2
4295,1
4296,3
4297,8
4298,0
4299,1
4300,8
4301,3
4302,4
4303,1
4304,2
4305,9
4306,8
4307,2
4308,2
4309,2
4310,0
4311,1
4312,0
4313,4
4314,0
4315,5
4316,4
4317,0
4318,3
4319,3
4320,9
4321,8
4322,9
4323,6
4324,5
4325,3
4326,5
4327,0
4328,3
4329,4
4330,1
4331,8
4332,3
4333,5
4334,4
4335,8
4336,2
4337,9
4338,8
4339,4
4340,9
4341,7
4342,7
4343,6
4344,8
4345,3
4346,9
4347,1
4348,7
4349,7
4350,3
4351,7
4352,4
4353,2
4354,2
4355,0
4356,5
4357,2
4358,3
4359,6
4360,7
4361,3
4362,5
4363,2
4364,5
4365,0
4366,1
4367,6
4368,1
4369,8
4370,0
4371,6
4372,2
4373,8
4374,8
4375,1
4376,0
4377,6
4378,6
4379,8
4380,6
4381,2
4382,6
4383,3
4384,1
4385,2
4386,1
4387,9
4388,0
4389,5
4390,0
4391,1
4392,6
4393,9
4394,2
4395,6
4396,2
4397,3
4398,2
4399,3
4400,6
4401,5
4402,9
4403,2
4404,2
4405,0
4406,7
4407,5
4408,8
4409,1
4410,3
4411,1
4412,4
4413,0
4414,0
4415,0
4416,9
4417,9
4418,3
4419,6
4420,1
4421,5
4422,6
4423,7
4424,7
4425,3
4426,3
4427,7
4428,3
4429,6
4430,5
4431,1
4432,7
4433,9
4434,2
4435,4
4436,5
4437,7
4438,3
4439,1
4440,8
4441,1
4442,7
4443,6
4444,7
4445,6
4446,9
4447,1
4448,0
4449,2
4450,1
4451,9
4452,6
4453,7
4454,2
4455,7
4456,6
4457,4
4458,9
4459,4
4460,0
4461,9
4462,4
4463,2
4464,0
4465,0
4466,2
4467,0
4468,0
4469,7
4470,4
4471,9
4472,9
4473,5
4474,5
4475,6
4476,9
4477,9
4478,9
4479,4
4480,7
4481,3
4482,1
4483,6
4484,1
4485,7
4486,3
4487,8
4488,9
4489,2
4490,9
4491,7
4492,5
4493,0
4494,8
4495,1
4496,9
4497,4
4498,7
4499,3
4500,8
4501,0
4502,8
4503,7
4504,1
4505,5
4506,9
4507,1
4508,3
4509,3
4510,8
4511,7
4512,9
4513,8
4514,7
4515,6
4516,6
4517,1
4518,6
4519,9
4520,0
4521,2
4522,8
4523,1
4524,2
4525,6
4526,4
4527,0
4528,1
4529,5
4530,9
4531,4
4532,3
4533,0
4534,8
4535,2
4536,7
4537,5
4538,7
4539,6
4540,9
4541,3
4542,8
4543,7
4544,6
4545,8
4546,0
4547,1
4548,0
4549,5
4550,0
4551,6
4552,7
4553,6
4554,4
4555,2
4556,7
4557,0
4558,7
4559,5
4560,3
4561,1
4562,8
4563,9
4564,0
4565,1
4566,1
4567,3
4568,4
4569,7
4570,9
4571,4
4572,1
4573,8
4574,1
4575,0
4576,6
4577,4
4578,2
4579,3
4580,4
4581,1
4582,1
4583,9
4584,4
4585,9
4586,4
4587,6
4588,8
4589,6
4590,7
4591,7
4592,6
4593,7
4594,5
4595,6
4596,0
4597,6
4598,5
4599,9
4600,7
4601,7
4602,4
4603,3
4604,2
4605,9
4606,6
4607,6
4608,6
4609,6
4610,8
4611,6
4612,7
4613,0
4614,7
4615,4
4616,9
4617,5
4618,2
4619,8
4620,3
4621,9
4622,3
4623,2
4624,3
4625,9
4626,7
4627,6
4628,5
4629,5
4630,2
4631,6
4632,7
4633,0
4634,8
4635,3
4636,3
4637,2
4638,8
4639,3
4640,8
4641,2
4642,5
4643,4
4644,0
4645,9
4646,0
4647,8
4648,2
4649,3
4650,8
4651,0
4652,5
4653,7
4654,8
4655,0
4656,0
4657,1
4658,2
4659,9
4660,6
4661,8
4662,4
4663,7
4664,4
4665,1
4666,1
4667,9
4668,5
4669,1
4670,2
4671,7
4672,3
4673,0
4674,2
4675,7
4676,9
4677,8
4678,3
4679,4
4680,5
4681,1
4682,5
4683,2
4684,5
4685,9
4686,1
4687,5
4688,3
4689,2
4690,1
4691,7
4692,1
4693,2
4694,0
4695,9
4696,7
4697,5
4698,3
4699,5
4700,5
4701,9
4702,9
4703,7
4704,8
4705,9
4706,1
4707,7
4708,3
4709,7
4710,6
4711,2
4712,7
4713,8
4714,3
4715,6
4716,0
4717,8
4718,6
4719,4
4720,8
4721,5
4722,8
4723,4
4724,8
4725,4
4726,6
4727,1
4728,2
4729,4
4730,8
4731,3
4732,4
4733,4
4734,5
4735,2
4736,2
4737,1
4738,2
4739,9
4740,0
4741,3
4742,6
4743,3
4744,6
4745,2
4746,9
4747,6
4748,6
4749,0
4750,2
4751,5
4752,6
4753,6
4754,6
4755,9
4756,2
4757,9
4758,4
4759,7
4760,0
4761,4
4762,9
4763,2
4764,8
4765,3
4766,3
4767,5
4768,5
4769,6
4770,1
4771,6
4772,9
4773,5
4774,5
4775,8
4776,2
4777,1
4778,5
4779,0
4780,9
4781,2
4782,9
4783,8
4784,5
4785,8
4786,3
4787,0
4788,3
4789,4
4790,8
4791,0
4792,4
4793,8
4794,7
4795,7
4796,7
4797,0
4798,4
4799,4
4800,2
4801,9
4802,0
4803,7
4804,1
4805,6
4806,5
4807,3
4808,7
4809,6
4810,6
4811,5
4812,1
4813,3
4814,5
4815,8
4816,0
4817,6
4818,9
4819,4
4820,5
4821,2
4822,1
4823,9
4824,3
4825,3
4826,5
4827,3
4828,6
4829,0
4830,4
4831,2
4832,1
4833,1
4834,1
4835,5
4836,0
4837,7
4838,8
4839,4
4840,8
4841,3
4842,7
4843,8
4844,2
4845,0
4846,2
4847,1
4848,4
4849,1
4850,4
4851,9
4852,9
4853,1
4854,9
4855,2
4856,6
4857,9
4858,5
4859,5
4860,6
4861,3
4862,6
4863,9
4864,2
4865,9
4866,4
4867,3
4868,1
4869,6
4870,2
4871,5
4872,4
4873,2
4874,4
4875,1
4876,2
4877,4
4878,9
4879,6
4880,2
4881,4
4882,4
4883,1
4884,5
4885,2
4886,9
4887,5
4888,6
4889,8
4890,9
4891,7
4892,2
4893,4
4894,6
4895,4
4896,7
4897,1
4898,0
4899,7
4900,3
4901,5
4902,3
4903,0
4904,5
4905,6
4906,0
4907,2
4908,9
4909,7
4910,6
4911,0
4912,6
4913,5
4914,6
4915,1
4916,8
4917,9
4918,6
4919,2
4920,6
4921,8
4922,5
4923,4
4924,1
4925,1
4926,6
4927,2
4928,4
4929,0
4930,9
4931,9
4932,5
4933,2
4934,8
4935,0
4936,8
4937,1
4938,9
4939,3
4940,4
4941,9
4942,3
4943,7
4944,1
4945,0
4946,6
4947,4
4948,3
4949,4
4950,0
4951,8
4952,4
4953,2
4954,7
4955,4
4956,4
4957,7
4958,5
4959,7
4960,9
4961,6
4962,8
4963,0
4964,5
4965,4
4966,3
4967,6
4968,4
4969,1
4970,4
4971,9
4972,1
4973,0
4974,1
4975,4
4976,8
4977,2
4978,7
4979,7
4980,0
4981,3
4982,2
4983,1
4984,3
4985,8
4986,0
4987,5
4988,3
4989,3
4990,8
4991,7
4992,5
4993,3
4994,3
4995,6
4996,8
4997,2
4998,7
4999,1
5000,5
5001,1
5002,1
5003,2
5004,4
5005,1
5006,0
5007,1
5008,2
5009,2
5010,3
5011,9
5012,2
5013,8
5014,3
5015,3
5016,8
5017,4
5018,1
5019,6
5020,0
5021,1
5022,5
5023,3
5024,7
5025,0
5026,8
5027,7
5028,9
5029,1
5030,1
5031,2
5032,4
5033,6
5034,7
5035,9
5036,5
5037,8
5038,6
5039,6
5040,7
5041,9
5042,1
5043,0
5044,7
5045,5
5046,8
5047,1
5048,8
5049,2
5050,6
5051,0
5052,4
5053,4
5054,9
5055,8
5056,4
5057,8
5058,7
5059,0
5060,4
5061,6
5062,0
5063,7
5064,0
5065,8
5066,7
5067,5
5068,6
5069,2
5070,1
5071,5
5072,1
5073,7
5074,7
5075,6
5076,4
5077,7
5078,1
5079,4
5080,7
5081,8
5082,6
5083,8
5084,9
5085,5
5086,8
5087,9
5088,0
5089,8
5090,0
5091,5
5092,5
5093,2
5094,8
5095,8
5096,2
5097,9
5098,0
5099,2
5100,8
5101,4
5102,7
5103,9
5104,4
5105,8
5106,1
5107,1
5108,4
5109,9
5110,3
5111,3
5112,6
5113,9
5114,4
5115,2
5116,8
5117,4
5118,6
5119,8
5120,1
5121,6
5122,9
5123,2
5124,1
5125,2
5126,9
5127,6
5128,7
5129,0
5130,8
5131,8
5132,1
5133,1
5134,6
5135,0
5136,7
5137,4
5138,3
5139,2
5140,6
5141,6
5142,1
5143,7
5144,5
5145,2
5146,1
5147,0
5148,4
5149,4
5150,5
5151,3
5152,9
5153,8
5154,5
5155,3
5156,6
5157,1
5158,1
5159,3
5160,0
5161,1
5162,8
5163,2
5164,6
5165,7
5166,9
5167,0
5168,4
5169,1
5170,1
5171,1
5172,6
5173,5
5174,0
5175,5
5176,3
5177,2
5178,9
5179,2
5180,0
5181,4
5182,2
5183,2
5184,1
5185,8
5186,2
5187,1
5188,3
5189,7
5190,7
5191,0
5192,5
5193,0
5194,1
5195,4
5196,9
5197,1
5198,4
5199,9
5200,8
5201,9
5202,3
5203,0
5204,4
5205,7
5206,1
5207,1
5208,5
5209,6
5210,2
5211,4
5212,9
5213,8
5214,9
5215,4
5216,1
5217,0
5218,2
5219,4
5220,5
5221,8
5222,9
5223,5
5224,9
5225,1
5226,4
5227,9
5228,2
5229,1
5230,3
5231,1
5232,3
5233,1
5234,7
5235,1
5236,6
5237,0
5238,4
5239,3
5240,3
5241,3
5242,7
5243,6
5244,7
5245,5
5246,2
5247,5
5248,4
5249,2
5250,8
5251,7
5252,3
5253,0
5254,5
5255,5
5256,6
5257,4
5258,9
5259,9
5260,8
5261,4
5262,8
5263,4
5264,8
5265,0
5266,0
5267,6
5268,4
5269,5
5270,8
5271,0
5272,8
5273,7
5274,9
5275,5
5276,6
5277,7
5278,1
5279,5
5280,5
5281,0
5282,1
5283,0
5284,3
5285,3
5286,3
5287,6
5288,9
5289,5
5290,2
5291,3
5292,2
5293,3
5294,5
5295,5
5296,7
5297,2
5298,7
5299,4
5300,3
5301,6
5302,5
5303,9
5304,1
5305,4
5306,1
5307,5
5308,4
5309,8
5310,9
5311,1
5312,1
5313,3
5314,5
5315,4
5316,7
5317,0
5318,4
5319,5
5320,5
5321,7
5322,3
5323,2
5324,7
5325,6
5326,8
5327,1
5328,8
5329,9
5330,5
5331,1
5332,0
5333,6
5334,4
5335,0
5336,4
5337,0
5338,3
5339,5
5340,7
5341,8
5342,3
5343,5
5344,3
5345,7
5346,6
5347,3
5348,5
5349,3
5350,1
5351,4
5352,8
5353,1
5354,2
5355,3
5356,2
5357,1
5358,1
5359,5
5360,6
5361,4
5362,7
5363,3
5364,4
5365,9
5366,4
5367,9
5368,2
5369,9
5370,7
5371,1
5372,1
5373,2
5374,7
5375,1
5376,4
5377,8
5378,7
5379,2
5380,9
5381,9
5382,7
5383,8
5384,1
5385,5
5386,7
5387,6
5388,8
5389,3
5390,3
5391,2
5392,5
5393,9
5394,5
5395,5
5396,5
5397,6
5398,5
5399,3
5400,9
5401,2
5402,2
5403,5
5404,9
5405,0
5406,1
5407,4
5408,6
5409,7
5410,8
5411,7
5412,3
5413,5
5414,0
5415,0
5416,6
5417,1
5418,6
5419,6
5420,8
5421,6
5422,7
5423,2
5424,7
5425,9
5426,0
5427,2
5428,3
5429,1
5430,0
5431,7
5432,9
5433,9
5434,6
5435,0
5436,9
5437,5
5438,4
5439,9
5440,5
5441,6
5442,5
5443,7
5444,2
5445,1
5446,6
5447,4
5448,7
5449,0
5450,0
5451,6
5452,7
5453,5
5454,9
5455,3
5456,0
5457,5
5458,6
5459,0
5460,3
5461,7
5462,2
5463,8
5464,0
5465,0
5466,4
5467,7
5468,6
5469,6
5470,0
5471,5
5472,3
5473,7
5474,7
5475,7
5476,0
5477,3
5478,8
5479,6
5480,4
5481,3
5482,8
5483,7
5484,7
5485,5
5486,0
5487,4
5488,4
5489,2
5490,3
5491,5
5492,0
5493,0
5494,4
5495,2
5496,8
5497,8
5498,2
5499,4
5500,4
5501,7
5502,3
5503,0
5504,1
5505,6
5506,2
5507,3
5508,0
5509,6
5510,8
5511,5
5512,5
5513,7
5514,4
5515,5
5516,4
5517,3
5518,1
5519,2
5520,4
5521,3
5522,1
5523,5
5524,9
5525,1
5526,2
5527,4
5528,7
5529,0
5530,9
5531,3
5532,1
5533,6
5534,2
5535,1
5536,2
5537,6
5538,8
5539,4
5540,4
5541,1
5542,7
5543,4
5544,6
5545,5
5546,1
5547,2
5548,1
5549,3
5550,8
5551,3
5552,7
5553,7
5554,0
5555,8
5556,7
5557,8
5558,2
5559,5
5560,7
5561,3
5562,5
5563,1
5564,3
5565,4
5566,4
5567,1
5568,4
5569,5
5570,6
5571,5
5572,6
5573,5
5574,7
5575,8
5576,9
5577,1
5578,7
5579,2
5580,4
5581,0
5582,7
5583,6
5584,2
5585,1
5586,0
5587,0
5588,9
5589,6
5590,9
5591,6
5592,8
5593,8
5594,3
5595,5
5596,0
5597,0
5598,5
5599,3
5600,4
5601,7
5602,3
5603,0
5604,4
5605,8
5606,9
5607,6
5608,1
5609,4
5610,0
5611,2
5612,1
5613,4
5614,0
5615,6
5616,0
5617,4
5618,5
5619,9
5620,2
5621,3
5622,4
5623,8
5624,8
5625,7
5626,4
5627,2
5628,3
5629,4
5630,2
5631,1
5632,5
5633,8
5634,3
5635,5
5636,7
5637,7
5638,0
5639,3
5640,6
5641,9
5642,1
5643,2
5644,3
5645,6
5646,6
5647,8
5648,4
5649,5
5650,7
5651,4
5652,3
5653,2
5654,2
5655,4
5656,3
5657,2
5658,8
5659,5
5660,6
5661,9
5662,1
5663,3
5664,3
5665,5
5666,6
5667,5
5668,7
5669,4
5670,7
5671,7
5672,2
5673,0
5674,8
5675,1
5676,1
5677,6
5678,9
5679,1
5680,6
5681,0
5682,5
5683,1
5684,7
5685,6
5686,9
5687,3
5688,7
5689,0
5690,8
5691,0
5692,4
5693,4
5694,8
5695,4
5696,5
5697,3
5698,8
5699,8
5700,0
5701,7
5702,4
5703,0
5704,8
5705,1
5706,2
5707,8
5708,8
5709,3
5710,3
5711,8
5712,1
5713,2
5714,0
5715,8
5716,3
5717,0
5718,6
5719,8
5720,8
5721,4
5722,8
5723,5
5724,7
5725,3
5726,2
5727,7
5728,0
5729,8
5730,5
5731,1
5732,3
5733,9
5734,4
5735,6
5736,4
5737,0
5738,4
5739,2
5740,4
5741,6
5742,5
5743,9
5744,5
5745,7
5746,1
5747,6
5748,6
5749,6
5750,9
5751,0
5752,4
5753,0
5754,8
5755,9
5756,2
5757,6
5758,1
5759,4
5760,9
5761,8
5762,7
5763,7
5764,5
5765,5
5766,0
5767,8
5768,5
5769,8
5770,4
5771,2
5772,0
5773,5
5774,6
5775,6
5776,6
5777,4
5778,1
5779,4
5780,6
5781,8
5782,1
5783,8
5784,0
5785,0
5786,1
5787,9
5788,1
5789,8
5790,6
5791,0
5792,5
5793,0
5794,9
5795,1
5796,7
